,altitud,dir,fecha,horaPresMax,horaPresMin,horaracha,horatmax,horatmin,indicativo,nombre,prec,presMax,presMin,provincia,racha,tmax,tmed,tmin,velmedia
0,667,,2018-06-01,08,19,,13:10,05:10,3195,"MADRID, RETIRO","2,3","941,7","937,9",MADRID,,"23,8","18,7","13,6",
1,667,24.0,2018-06-02,Varias,17,16:10,14:30,23:59,3195,"MADRID, RETIRO","3,9","941,1","939,1",MADRID,"11,7","23,5","18,2","12,8","1,9"
2,667,26.0,2018-06-03,00,Varias,15:40,13:50,04:40,3195,"MADRID, RETIRO","0,0","940,2","936,3",MADRID,"10,8","23,8","17,8","11,7","2,2"
3,667,22.0,2018-06-04,Varias,17,17:50,14:40,05:40,3195,"MADRID, RETIRO","0,0","938,0","936,0",MADRID,"10,0","20,0","16,2","12,4","3,1"
4,667,28.0,2018-06-05,00,17,17:40,13:20,04:20,3195,"MADRID, RETIRO","2,4","936,9","935,1",MADRID,"8,3","19,8","15,9","12,0","1,7"
5,667,32.0,2018-06-06,22,03,14:00,16:30,06:10,3195,"MADRID, RETIRO","3,5","940,2","935,4",MADRID,"8,6","19,6","15,0","10,5","1,7"
6,667,26.0,2018-06-07,10,23,16:00,13:30,04:40,3195,"MADRID, RETIRO","2,8","940,8","938,8",MADRID,"8,9","23,4","17,7","12,0","2,5"
7,667,23.0,2018-06-08,00,17,18:00,Varias,00:00,3195,"MADRID, RETIRO","2,8","939,0","931,1",MADRID,"8,9","18,6","15,4","12,2","2,2"
8,667,26.0,2018-06-09,Varias,Varias,17:00,12:00,05:10,3195,"MADRID, RETIRO","0,5","937,9","936,0",MADRID,"10,0","20,7","16,2","11,7","1,9"
9,667,23.0,2018-06-10,00,19,13:30,16:30,03:40,3195,"MADRID, RETIRO","0,0","937,9","934,8",MADRID,"8,6","19,4","15,3","11,2","1,9"
10,667,26.0,2018-06-11,24,17,16:00,15:50,05:20,3195,"MADRID, RETIRO",Ip,"938,0","936,2",MADRID,"8,3","21,0","16,8","12,5","2,5"
11,667,3.0,2018-06-12,22,02,17:00,13:30,05:10,3195,"MADRID, RETIRO","0,0","941,5","937,5",MADRID,"8,1","24,3","18,6","13,0","1,9"
12,667,99.0,2018-06-13,Varias,17,Varias,13:30,05:00,3195,"MADRID, RETIRO","0,0","942,4","939,4",MADRID,"8,9","25,5","19,6","13,7","2,5"
13,667,35.0,2018-06-14,08,17,14:40,14:40,05:30,3195,"MADRID, RETIRO","0,0","941,2","938,7",MADRID,"8,3","27,0","19,8","12,7","1,7"
14,667,10.0,2018-06-15,09,Varias,22:30,14:10,05:20,3195,"MADRID, RETIRO","0,0","940,9","937,1",MADRID,"9,4","30,7","23,0","15,3","1,4"
15,667,5.0,2018-06-16,24,18,23:20,15:00,04:30,3195,"MADRID, RETIRO","0,0","941,1","938,5",MADRID,"8,9","31,1","24,6","18,0","1,9"
16,667,3.0,2018-06-17,23,00,18:30,14:45,04:50,3195,"MADRID, RETIRO","0,0","946,2","941,1",MADRID,"10,0","32,3","25,1","17,9","3,1"
17,667,6.0,2018-06-18,10,19,23:50,15:20,05:00,3195,"MADRID, RETIRO","0,0","945,9","942,1",MADRID,"10,3","32,1","24,8","17,6","2,5"
18,667,5.0,2018-06-19,09,20,00:20,14:20,04:40,3195,"MADRID, RETIRO","0,0","944,0","940,4",MADRID,"10,3","32,5","24,9","17,3","1,7"
19,667,13.0,2018-06-20,07,18,23:30,14:30,05:20,3195,"MADRID, RETIRO","0,0","943,1","939,1",MADRID,"8,9","33,0","26,6","20,2","1,7"
20,667,10.0,2018-06-21,08,17,11:30,14:00,05:10,3195,"MADRID, RETIRO","0,0","943,0","939,8",MADRID,"6,9","33,3","26,9","20,5","1,7"
21,667,6.0,2018-06-22,Varias,Varias,21:30,14:40,04:50,3195,"MADRID, RETIRO","0,0","942,4","938,7",MADRID,"8,3","33,8","27,7","21,6","1,7"
22,667,6.0,2018-06-23,Varias,Varias,22:40,14:50,06:00,3195,"MADRID, RETIRO","0,0","941,2","938,2",MADRID,"8,6","35,5","28,5","21,5","1,1"
23,667,4.0,2018-06-24,07,19,22:40,15:10,05:50,3195,"MADRID, RETIRO","0,0","940,5","937,3",MADRID,"7,8","36,6","29,3","22,0","1,1"
24,667,6.0,2018-06-25,08,17,00:10,15:00,06:15,3195,"MADRID, RETIRO","0,0","940,4","937,1",MADRID,"8,3","36,2","29,6","22,9","1,7"
25,667,25.0,2018-06-26,Varias,17,17:40,14:40,06:00,3195,"MADRID, RETIRO","0,0","940,5","937,8",MADRID,"8,1","35,0","29,0","23,0","1,9"
26,667,29.0,2018-06-27,08,19,14:00,14:10,05:00,3195,"MADRID, RETIRO","0,0","940,8","937,7",MADRID,"9,7","31,9","26,9","21,9","2,2"
27,667,23.0,2018-06-28,00,19,13:40,11:30,06:20,3195,"MADRID, RETIRO","0,1","938,2","932,5",MADRID,"7,8","31,0","26,0","20,9","2,2"
28,667,5.0,2018-06-29,08,Varias,20:50,15:40,05:40,3195,"MADRID, RETIRO","0,0","934,1","930,3",MADRID,"9,7","31,6","26,0","20,5","1,7"
29,667,16.0,2018-06-30,23,16,14:20,14:30,07:00,3195,"MADRID, RETIRO","0,7","934,1","931,8",MADRID,"9,7","28,7","24,4","20,2","2,8"
