,altitud,dir,fecha,horaPresMax,horaPresMin,horaracha,horatmax,horatmin,indicativo,nombre,prec,presMax,presMin,provincia,racha,tmax,tmed,tmin,velmedia
0,667,27.0,2013-01-01,24,05,02:20,15:35,00:00,3195,"MADRID, RETIRO","0,0","945,9","940,2",MADRID,"5,8","9,4","6,4","3,4","1,1"
1,667,2.0,2013-01-02,24,00,13:40,13:20,07:30,3195,"MADRID, RETIRO","0,0","950,3","945,9",MADRID,"10,3","10,8","5,8","0,7","0,6"
2,667,8.0,2013-01-03,24,00,11:00,15:20,05:50,3195,"MADRID, RETIRO","0,0","959,8","950,3",MADRID,"7,5","10,8","6,8","2,8","0,8"
3,667,5.0,2013-01-04,00,18,04:50,15:40,08:55,3195,"MADRID, RETIRO","0,0","959,8","956,7",MADRID,"4,2","10,8","6,2","1,6","0,6"
4,667,22.0,2013-01-05,00,18,13:30,16:20,07:15,3195,"MADRID, RETIRO","0,0","956,8","952,9",MADRID,"3,6","10,2","4,9","-0,4","0,6"
5,667,,2013-01-06,00,16,,16:05,07:50,3195,"MADRID, RETIRO","0,0","953,0","949,6",MADRID,,"9,5","5,1","0,7","0,6"
6,667,28.0,2013-01-07,11,Varias,14:20,18:20,05:20,3195,"MADRID, RETIRO","0,0","951,3","949,6",MADRID,"3,1","4,8","3,2","1,5","0,0"
7,667,7.0,2013-01-08,11,24,21:30,00:10,23:59,3195,"MADRID, RETIRO","0,0","952,7","950,6",MADRID,"5,8","4,2","2,3","0,4","1,4"
8,667,4.0,2013-01-09,00,24,03:00,Varias,00:00,3195,"MADRID, RETIRO","0,4","950,6","947,9",MADRID,"6,4","5,6","3,0","0,4","0,3"
9,667,4.0,2013-01-10,00,18,02:50,Varias,03:15,3195,"MADRID, RETIRO","0,0","947,9","945,9",MADRID,"6,4","10,7","7,8","4,8","0,8"
10,667,27.0,2013-01-11,09,24,06:50,14:50,06:50,3195,"MADRID, RETIRO","0,1","947,3","944,4",MADRID,"4,7","9,0","7,4","5,8","1,4"
11,667,25.0,2013-01-12,00,23,20:00,12:50,23:59,3195,"MADRID, RETIRO","2,9","944,4","936,8",MADRID,"13,3","11,4","7,7","4,0","3,3"
12,667,26.0,2013-01-13,24,Varias,11:30,13:55,05:10,3195,"MADRID, RETIRO","0,0","941,7","936,9",MADRID,"10,6","7,6","4,9","2,2","2,8"
13,667,27.0,2013-01-14,10,23,18:20,13:30,07:45,3195,"MADRID, RETIRO","0,0","944,3","941,6",MADRID,"10,0","8,7","4,6","0,5","1,4"
14,667,30.0,2013-01-15,07,15,22:30,14:30,06:10,3195,"MADRID, RETIRO","0,0","942,9","939,9",MADRID,"11,9","10,0","6,4","2,8","3,6"
15,667,30.0,2013-01-16,00,18,16:00,23:50,Varias,3195,"MADRID, RETIRO","3,5","940,8","934,0",MADRID,"14,2","8,8","7,3","5,8","3,3"
16,667,32.0,2013-01-17,13,Varias,11:10,15:10,Varias,3195,"MADRID, RETIRO",Ip,"938,0","934,7",MADRID,"13,9","12,6","10,2","7,8","3,1"
17,667,24.0,2013-01-18,00,24,21:20,13:15,00:00,3195,"MADRID, RETIRO","8,5","935,2","922,0",MADRID,"14,7","13,0","10,8","8,6","4,2"
18,667,26.0,2013-01-19,00,13,07:30,01:50,20:30,3195,"MADRID, RETIRO","3,6","922,0","907,3",MADRID,"21,7","10,6","7,6","4,5","3,3"
19,667,30.0,2013-01-20,12,00,01:10,14:35,06:30,3195,"MADRID, RETIRO","0,7","927,9","916,6",MADRID,"15,8","8,7","6,1","3,5","3,3"
20,667,30.0,2013-01-21,23,01,09:40,15:30,23:59,3195,"MADRID, RETIRO","0,1","935,8","925,5",MADRID,"13,6","8,7","5,8","3,0","2,8"
21,667,27.0,2013-01-22,00,14,16:40,16:10,02:40,3195,"MADRID, RETIRO","5,0","935,3","927,2",MADRID,"12,2","4,0","2,5","1,0","1,7"
22,667,30.0,2013-01-23,18,00,10:00,15:45,03:10,3195,"MADRID, RETIRO","0,5","938,1","929,5",MADRID,"16,7","8,2","4,8","1,5","3,3"
23,667,33.0,2013-01-24,24,05,11:30,13:30,23:50,3195,"MADRID, RETIRO","0,0","938,4","931,6",MADRID,"20,0","11,2","7,6","4,0","2,5"
24,667,25.0,2013-01-25,11,13,14:00,14:40,07:15,3195,"MADRID, RETIRO","0,0","939,4","937,7",MADRID,"5,8","10,4","6,9","3,4","1,1"
25,667,33.0,2013-01-26,24,00,04:40,15:10,00:15,3195,"MADRID, RETIRO","0,0","943,2","938,4",MADRID,"13,3","16,4","11,0","5,6","1,7"
26,667,33.0,2013-01-27,01,19,23:00,14:00,03:50,3195,"MADRID, RETIRO","1,0","943,4","938,1",MADRID,"12,5","9,4","7,3","5,2","2,2"
27,667,33.0,2013-01-28,Varias,00,03:50,15:10,07:20,3195,"MADRID, RETIRO","0,0","950,7","942,9",MADRID,"13,1","12,0","7,5","3,0","0,8"
28,667,12.0,2013-01-29,24,00,12:30,16:45,07:30,3195,"MADRID, RETIRO","0,0","952,0","950,4",MADRID,"8,9","10,4","6,0","1,5","0,0"
29,667,21.0,2013-01-30,24,04,14:20,15:40,07:55,3195,"MADRID, RETIRO","0,0","952,9","951,4",MADRID,"3,3","13,6","8,2","2,8","0,3"
30,667,5.0,2013-01-31,12,24,05:50,16:00,06:50,3195,"MADRID, RETIRO","0,0","955,4","951,3",MADRID,"3,9","14,0","9,2","4,5","1,1"
