,altitud,dir,fecha,horaPresMax,horaPresMin,horaracha,horatmax,horatmin,indicativo,nombre,prec,presMax,presMin,provincia,racha,tmax,tmed,tmin,velmedia
0,667,4,2016-11-01,10,17,Varias,Varias,06:45,3195,"MADRID, RETIRO","0,0","947,3","944,6",MADRID,"3,3","17,8","13,2","8,5","0,3"
1,667,24,2016-11-02,09,17,15:50,14:30,06:50,3195,"MADRID, RETIRO","0,0","945,8","942,5",MADRID,"4,2","20,2","15,2","10,2","0,6"
2,667,27,2016-11-03,Varias,16,14:10,14:50,06:55,3195,"MADRID, RETIRO","5,5","942,3","940,9",MADRID,"3,9","21,0","16,0","10,9","0,6"
3,667,27,2016-11-04,04,24,04:30,14:55,07:10,3195,"MADRID, RETIRO","11,7","942,8","936,7",MADRID,"7,2","16,2","14,0","11,8","0,6"
4,667,22,2016-11-05,00,15,12:20,11:40,23:59,3195,"MADRID, RETIRO","14,4","937,0","929,6",MADRID,"14,2","15,3","11,4","7,6","2,2"
5,667,26,2016-11-06,Varias,00,13:20,12:30,06:50,3195,"MADRID, RETIRO","0,0","935,3","931,5",MADRID,"8,9","13,4","9,4","5,3","1,4"
6,667,32,2016-11-07,24,05,17:30,12:45,06:50,3195,"MADRID, RETIRO","0,6","938,6","934,0",MADRID,"5,0","10,6","7,3","4,0","0,8"
7,667,32,2016-11-08,21,00,10:50,15:10,06:20,3195,"MADRID, RETIRO","0,2","944,2","939,0",MADRID,"8,3","11,4","6,8","2,2","2,2"
8,667,25,2016-11-09,24,Varias,02:20,12:45,02:50,3195,"MADRID, RETIRO","0,0","945,3","941,6",MADRID,"7,8","15,5","11,0","6,5","1,9"
9,667,19,2016-11-10,24,00,13:50,14:20,07:15,3195,"MADRID, RETIRO","0,0","947,8","945,0",MADRID,"3,9","12,2","8,3","4,4","0,8"
10,667,4,2016-11-11,10,Varias,05:30,14:55,07:05,3195,"MADRID, RETIRO","0,0","948,1","946,0",MADRID,"3,9","13,6","8,8","4,0","0,3"
11,667,18,2016-11-12,11,15,11:10,14:30,06:30,3195,"MADRID, RETIRO","0,0","946,5","944,2",MADRID,"2,5","13,1","8,7","4,3","0,3"
12,667,5,2016-11-13,24,01,21:10,14:40,07:15,3195,"MADRID, RETIRO","0,0","947,6","944,9",MADRID,"9,2","17,1","12,2","7,2","1,1"
13,667,3,2016-11-14,24,15,21:30,Varias,Varias,3195,"MADRID, RETIRO","0,0","948,5","945,7",MADRID,"8,9","14,8","10,2","5,6","1,9"
14,667,4,2016-11-15,10,17,11:10,14:45,07:30,3195,"MADRID, RETIRO","0,0","951,1","948,6",MADRID,"7,2","14,8","10,2","5,6","1,7"
15,667,23,2016-11-16,00,Varias,14:00,15:10,06:30,3195,"MADRID, RETIRO","0,0","949,9","945,4",MADRID,"3,6","14,3","9,5","4,7","0,8"
16,667,22,2016-11-17,00,24,14:30,15:10,06:10,3195,"MADRID, RETIRO","0,0","945,8","940,5",MADRID,"4,2","16,0","10,5","5,0","0,6"
17,667,30,2016-11-18,00,16,21:30,15:00,07:00,3195,"MADRID, RETIRO","0,0","941,3","937,8",MADRID,"4,2","13,4","10,0","6,5","0,0"
18,667,24,2016-11-19,10,24,21:10,15:10,07:10,3195,"MADRID, RETIRO","5,7","940,2","936,4",MADRID,"8,1","12,0","8,2","4,4","0,6"
19,667,22,2016-11-20,00,24,23:10,Varias,08:40,3195,"MADRID, RETIRO","15,7","936,8","928,0",MADRID,"12,2","10,8","8,8","6,8","0,3"
20,667,22,2016-11-21,21,06,09:50,14:50,23:59,3195,"MADRID, RETIRO","0,1","929,6","924,2",MADRID,"11,9","12,0","9,5","7,0","1,9"
21,667,2,2016-11-22,Varias,16,16:30,Varias,01:45,3195,"MADRID, RETIRO","0,1","929,6","926,8",MADRID,"5,3","9,5","8,0","6,5","0,8"
22,667,2,2016-11-23,24,07,01:20,14:30,22:10,3195,"MADRID, RETIRO","1,4","939,8","926,4",MADRID,"6,4","8,4","6,4","4,3","1,1"
23,667,26,2016-11-24,23,00,16:40,14:20,06:10,3195,"MADRID, RETIRO","0,0","934,5","929,8",MADRID,"6,1","8,5","5,7","2,9","0,8"
24,667,2,2016-11-25,10,24,21:00,13:10,06:20,3195,"MADRID, RETIRO","12,4","934,9","932,2",MADRID,"5,8","5,9","4,6","3,4","1,1"
25,667,12,2016-11-26,00,16,23:59,13:50,01:30,3195,"MADRID, RETIRO","19,9","932,7","928,9",MADRID,"6,4","10,0","7,8","5,5","1,4"
26,667,4,2016-11-27,24,04,10:20,11:40,23:30,3195,"MADRID, RETIRO","7,0","932,8","929,8",MADRID,"6,7","10,9","9,6","8,2","1,7"
27,667,2,2016-11-28,23,02,10:40,12:30,23:59,3195,"MADRID, RETIRO","0,0","939,1","931,6",MADRID,"8,6","12,6","9,9","7,2","1,9"
28,667,4,2016-11-29,24,Varias,01:30,Varias,Varias,3195,"MADRID, RETIRO","1,0","946,8","938,5",MADRID,"5,3","12,0","9,4","6,8","1,4"
29,667,14,2016-11-30,11,00,13:50,14:10,02:00,3195,"MADRID, RETIRO","0,0","950,3","946,6",MADRID,"8,9","14,0","11,6","9,2","2,8"
