,altitud,dir,fecha,horaPresMax,horaPresMin,horaracha,horatmax,horatmin,indicativo,nombre,prec,presMax,presMin,provincia,racha,tmax,tmed,tmin,velmedia
0,667,26,2017-03-01,11,00,00:00,16:10,06:50,3195,"MADRID, RETIRO","0,0","944,2","940,5",MADRID,"6,9","16,0","10,6","5,2","1,1"
1,667,21,2017-03-02,12,24,16:20,16:20,07:10,3195,"MADRID, RETIRO","0,0","943,7","937,8",MADRID,"5,0","16,3","11,0","5,8","0,8"
2,667,22,2017-03-03,00,15,15:30,11:30,23:59,3195,"MADRID, RETIRO","2,1","937,8","924,9",MADRID,"13,9","12,0","8,0","3,9","2,2"
3,667,26,2017-03-04,24,00,02:30,15:50,06:10,3195,"MADRID, RETIRO","0,0","937,0","928,5",MADRID,"12,5","9,6","5,3","1,0","1,4"
4,667,25,2017-03-05,24,00,16:30,12:10,00:10,3195,"MADRID, RETIRO","0,0","944,3","937,0",MADRID,"8,3","12,4","8,6","4,8","1,1"
5,667,30,2017-03-06,24,05,15:30,14:50,05:15,3195,"MADRID, RETIRO","0,0","948,3","944,4",MADRID,"15,3","18,8","14,1","9,4","1,9"
6,667,33,2017-03-07,24,Varias,17:10,15:30,06:30,3195,"MADRID, RETIRO","0,0","949,0","947,2",MADRID,"10,6","19,4","14,2","8,9","1,9"
7,667,99,2017-03-08,10,03,Varias,16:30,06:50,3195,"MADRID, RETIRO","0,0","951,1","948,5",MADRID,"3,3","21,6","14,7","7,8","1,1"
8,667,24,2017-03-09,10,16,17:00,16:10,06:50,3195,"MADRID, RETIRO","0,0","950,6","947,1",MADRID,"5,0","24,8","16,8","8,8","0,8"
9,667,24,2017-03-10,00,Varias,16:30,16:30,07:00,3195,"MADRID, RETIRO","0,0","948,1","943,6",MADRID,"6,1","26,1","18,0","9,8","0,8"
10,667,27,2017-03-11,00,18,15:40,13:10,06:45,3195,"MADRID, RETIRO","0,0","944,1","939,9",MADRID,"8,3","22,6","16,1","9,6","0,8"
11,667,33,2017-03-12,09,15,14:30,13:20,23:59,3195,"MADRID, RETIRO","0,0","942,9","939,5",MADRID,"17,8","19,0","13,1","7,2","3,1"
12,667,1,2017-03-13,24,05,06:30,13:40,Varias,3195,"MADRID, RETIRO","0,0","946,1","939,1",MADRID,"16,4","15,5","11,4","7,2","5,3"
13,667,4,2017-03-14,Varias,00,01:50,16:30,07:00,3195,"MADRID, RETIRO","0,0","948,8","946,1",MADRID,"15,8","19,5","14,8","10,1","2,5"
14,667,10,2017-03-15,00,17,14:00,16:10,06:20,3195,"MADRID, RETIRO","0,0","948,8","943,5",MADRID,"8,3","20,8","15,2","9,7","1,9"
15,667,11,2017-03-16,00,17,13:50,13:30,05:10,3195,"MADRID, RETIRO","0,0","946,3","942,1",MADRID,"9,7","20,4","13,7","7,0","2,2"
16,667,8,2017-03-17,10,16,11:40,16:20,04:50,3195,"MADRID, RETIRO","0,0","945,0","941,7",MADRID,"7,2","20,5","13,8","7,2","1,4"
17,667,6,2017-03-18,10,17,05:50,16:10,07:00,3195,"MADRID, RETIRO","0,0","946,0","942,0",MADRID,"4,7","21,5","14,4","7,2","1,1"
18,667,23,2017-03-19,00,18,16:00,15:30,05:40,3195,"MADRID, RETIRO","0,0","943,5","937,0",MADRID,"5,0","23,5","15,6","7,6","1,1"
19,667,23,2017-03-20,10,19,17:10,16:30,06:50,3195,"MADRID, RETIRO","0,0","938,8","936,0",MADRID,"7,2","24,2","17,6","11,0","1,7"
20,667,26,2017-03-21,22,04,16:00,16:00,06:50,3195,"MADRID, RETIRO","0,0","940,1","937,0",MADRID,"10,8","16,5","12,6","8,8","2,5"
21,667,26,2017-03-22,00,19,14:50,14:30,23:59,3195,"MADRID, RETIRO","2,4","940,0","932,7",MADRID,"13,9","12,2","7,6","2,9","2,5"
22,667,27,2017-03-23,24,16,00:30,12:40,06:20,3195,"MADRID, RETIRO","5,1","935,3","932,8",MADRID,"7,2","5,3","2,6","0,0","0,8"
23,667,24,2017-03-24,24,03,15:20,12:50,06:05,3195,"MADRID, RETIRO","4,5","938,1","933,8",MADRID,"8,3","9,5","5,4","1,3","0,8"
24,667,24,2017-03-25,11,18,12:20,15:10,06:40,3195,"MADRID, RETIRO","2,9","938,1","925,6",MADRID,"8,3","9,3","4,4","-0,4","1,4"
25,667,16,2017-03-26,11,19,22:30,16:30,04:50,3195,"MADRID, RETIRO","2,1","938,8","934,1",MADRID,"10,3","15,3","10,4","5,5","1,7"
26,667,24,2017-03-27,24,00,06:00,16:10,06:30,3195,"MADRID, RETIRO","0,1","946,4","936,0",MADRID,"11,4","13,8","10,2","6,6","3,1"
27,667,27,2017-03-28,Varias,00,15:00,15:30,04:30,3195,"MADRID, RETIRO","0,0","950,0","946,2",MADRID,"6,1","17,9","12,7","7,5","0,8"
28,667,24,2017-03-29,09,17,14:40,15:45,05:50,3195,"MADRID, RETIRO","0,0","950,6","946,9",MADRID,"4,7","20,3","13,4","6,5","0,8"
29,667,22,2017-03-30,00,16,15:00,16:30,05:40,3195,"MADRID, RETIRO","0,0","947,7","943,2",MADRID,"6,7","21,1","15,0","9,0","1,7"
30,667,26,2017-03-31,00,17,14:10,14:20,06:00,3195,"MADRID, RETIRO","0,0","944,3","940,8",MADRID,"15,6","19,7","15,4","11,0","3,3"
