,altitud,dir,fecha,horaPresMax,horaPresMin,horaracha,horatmax,horatmin,indicativo,nombre,prec,presMax,presMin,provincia,racha,tmax,tmed,tmin,velmedia
0,667,4,2017-09-01,24,17,22:50,14:10,06:20,3195,"MADRID, RETIRO","0,0","945,0","940,9",MADRID,"12,2","28,0","22,5","17,0","3,1"
1,667,7,2017-09-02,10,19,01:40,15:00,06:00,3195,"MADRID, RETIRO","0,0","947,0","941,6",MADRID,"9,2","26,5","20,0","13,6","1,4"
2,667,99,2017-09-03,00,18,Varias,13:20,05:10,3195,"MADRID, RETIRO","0,0","943,2","936,5",MADRID,"7,2","31,2","24,1","17,0","1,9"
3,667,32,2017-09-04,24,03,03:10,14:30,06:00,3195,"MADRID, RETIRO","0,0","942,9","937,2",MADRID,"7,8","29,0","23,6","18,3","0,8"
4,667,4,2017-09-05,09,00,01:40,13:30,05:30,3195,"MADRID, RETIRO","0,0","946,2","942,9",MADRID,"4,4","31,0","25,1","19,2","0,8"
5,667,4,2017-09-06,11,18,22:20,13:50,07:00,3195,"MADRID, RETIRO","0,0","945,9","940,8",MADRID,"8,6","32,5","26,8","21,2","1,1"
6,667,5,2017-09-07,00,18,06:40,13:50,06:00,3195,"MADRID, RETIRO","0,0","942,8","938,4",MADRID,"7,5","30,0","24,2","18,5","1,7"
7,667,26,2017-09-08,00,24,15:20,14:20,06:30,3195,"MADRID, RETIRO","0,0","940,8","934,4",MADRID,"8,1","30,6","23,8","17,0","1,1"
8,667,34,2017-09-09,24,18,15:20,13:50,23:59,3195,"MADRID, RETIRO","0,0","934,6","932,3",MADRID,"13,1","23,5","19,8","16,1","3,3"
9,667,3,2017-09-10,21,00,00:00,15:30,06:10,3195,"MADRID, RETIRO","0,0","939,7","934,6",MADRID,"5,3","23,5","17,8","12,0","1,4"
10,667,28,2017-09-11,00,16,17:20,13:40,06:00,3195,"MADRID, RETIRO","0,0","939,2","936,5",MADRID,"10,8","31,0","23,3","15,6","2,8"
11,667,30,2017-09-12,24,00,01:20,13:40,Varias,3195,"MADRID, RETIRO","0,0","944,1","938,1",MADRID,"10,0","26,5","21,6","16,6","1,4"
12,667,20,2017-09-13,Varias,19,16:10,13:30,06:10,3195,"MADRID, RETIRO","0,0","946,3","942,1",MADRID,"6,9","30,7","23,7","16,7","1,1"
13,667,4,2017-09-14,10,22,22:30,13:20,23:59,3195,"MADRID, RETIRO","0,0","943,4","937,2",MADRID,"9,7","30,3","23,6","16,8","1,7"
14,667,4,2017-09-15,23,18,08:00,14:10,06:30,3195,"MADRID, RETIRO","0,0","938,3","936,3",MADRID,"11,9","22,8","18,4","14,0","3,1"
15,667,28,2017-09-16,Varias,15,15:10,14:10,06:30,3195,"MADRID, RETIRO","0,0","940,4","937,5",MADRID,"7,8","21,2","16,0","10,7","1,7"
16,667,20,2017-09-17,09,Varias,13:50,13:40,Varias,3195,"MADRID, RETIRO","0,0","941,3","939,1",MADRID,"7,5","24,0","17,5","11,0","1,4"
17,667,33,2017-09-18,22,02,12:40,12:50,04:30,3195,"MADRID, RETIRO","0,0","944,8","940,7",MADRID,"10,3","23,0","18,0","13,0","2,8"
18,667,5,2017-09-19,11,20,23:59,14:30,05:00,3195,"MADRID, RETIRO","0,0","946,3","943,0",MADRID,"5,6","25,5","19,2","13,0","0,6"
19,667,4,2017-09-20,09,23,03:00,13:15,06:30,3195,"MADRID, RETIRO","0,0","944,9","940,3",MADRID,"6,7","27,2","20,2","13,1","0,8"
20,667,24,2017-09-21,Varias,15,14:00,13:40,05:30,3195,"MADRID, RETIRO","0,0","941,1","938,5",MADRID,"6,1","29,0","22,2","15,4","0,8"
21,667,10,2017-09-22,24,Varias,18:20,13:30,Varias,3195,"MADRID, RETIRO","0,0","943,2","940,2",MADRID,"9,2","26,5","22,2","18,0","1,9"
22,667,23,2017-09-23,11,17,15:20,14:30,06:30,3195,"MADRID, RETIRO","0,0","944,3","941,6",MADRID,"6,7","26,8","21,2","15,7","1,1"
23,667,23,2017-09-24,09,19,13:20,13:40,06:05,3195,"MADRID, RETIRO","0,0","945,6","942,0",MADRID,"8,3","29,0","22,8","16,6","1,4"
24,667,99,2017-09-25,10,18,Varias,13:30,06:00,3195,"MADRID, RETIRO","0,0","943,5","941,9",MADRID,"11,1","27,8","21,6","15,5","1,7"
25,667,4,2017-09-26,11,16,04:10,13:20,06:40,3195,"MADRID, RETIRO","0,0","944,0","941,6",MADRID,"8,1","25,1","19,8","14,5","1,7"
26,667,5,2017-09-27,24,00,06:50,Varias,Varias,3195,"MADRID, RETIRO","0,0","944,5","942,8",MADRID,"6,1","25,0","20,0","15,0","1,7"
27,667,5,2017-09-28,09,00,07:05,13:20,05:40,3195,"MADRID, RETIRO","0,0","948,9","944,5",MADRID,"4,2","27,5","21,2","15,0","0,6"
28,667,22,2017-09-29,10,19,14:20,13:40,07:00,3195,"MADRID, RETIRO","0,0","947,5","942,5",MADRID,"5,6","27,6","22,3","17,0","1,1"
29,667,4,2017-09-30,09,15,23:10,15:30,06:20,3195,"MADRID, RETIRO","0,0","944,1","940,6",MADRID,"8,9","27,4","22,2","17,0","1,1"
