,altitud,dir,fecha,horaPresMax,horaPresMin,horaracha,horatmax,horatmin,indicativo,nombre,prec,presMax,presMin,provincia,racha,tmax,tmed,tmin,velmedia
0,667,32,2014-02-01,24,06,16:50,13:40,23:30,3195,"MADRID, RETIRO","0,0","939,4","930,8",MADRID,"15,3","12,0","7,6","3,2","3,9"
1,667,22,2014-02-02,11,24,14:40,15:15,04:40,3195,"MADRID, RETIRO","0,0","943,4","938,2",MADRID,"10,6","9,1","5,0","1,0","1,9"
2,667,26,2014-02-03,0,13,13:40,16:20,03:20,3195,"MADRID, RETIRO","1,5","938,2","932,0",MADRID,"11,4","7,0","3,7","0,4","1,1"
3,667,19,2014-02-04,10,24,18:00,Varias,00:10,3195,"MADRID, RETIRO","4,2","937,7","929,2",MADRID,"11,1","7,8","5,2","2,6","2,5"
4,667,26,2014-02-05,24,04,14:50,14:45,07:50,3195,"MADRID, RETIRO","0,0","938,4","927,2",MADRID,"12,5","11,3","9,0","6,7","3,6"
5,667,19,2014-02-06,0,17,13:20,13:30,23:59,3195,"MADRID, RETIRO","3,8","938,4","928,1",MADRID,"16,7","15,5","11,2","6,8","3,9"
6,667,25,2014-02-07,12,00,13:30,13:15,07:20,3195,"MADRID, RETIRO","1,0","942,1","932,8",MADRID,"14,2","8,8","6,2","3,5","3,3"
7,667,24,2014-02-08,0,13,08:10,13:30,23:59,3195,"MADRID, RETIRO","0,5","938,3","930,9",MADRID,"14,2","11,4","8,0","4,6","3,9"
8,667,26,2014-02-09,1,24,23:59,23:59,04:50,3195,"MADRID, RETIRO","16,0","937,0","916,6",MADRID,"16,4","7,0","5,1","3,2","2,5"
9,667,30,2014-02-10,24,02,07:05,15:30,23:10,3195,"MADRID, RETIRO","0,0","942,3","916,5",MADRID,"17,8","7,8","5,7","3,6","5,8"
10,667,26,2014-02-11,1,18,13:30,Varias,09:50,3195,"MADRID, RETIRO","7,9","942,6","936,3",MADRID,"10,8","4,6","3,0","1,5","2,8"
11,667,25,2014-02-12,10,00,08:40,Varias,06:05,3195,"MADRID, RETIRO","0,6","943,6","939,7",MADRID,"5,8","7,3","5,0","2,7","0,6"
12,667,24,2014-02-13,0,13,15:50,16:20,00:50,3195,"MADRID, RETIRO","0,6","940,9","939,7",MADRID,"11,1","16,2","10,8","5,5","3,9"
13,667,24,2014-02-14,0,24,14:10,10:30,23:59,3195,"MADRID, RETIRO","5,6","940,4","931,9",MADRID,"15,0","15,0","12,2","9,4","3,1"
14,667,23,2014-02-15,24,04,04:10,00:00,23:59,3195,"MADRID, RETIRO","2,2","937,4","931,6",MADRID,"7,8","9,4","7,6","5,8","1,7"
15,667,31,2014-02-16,11,Varias,17:00,15:05,23:59,3195,"MADRID, RETIRO","0,0","940,3","937,4",MADRID,"7,8","10,5","7,2","3,8","0,6"
16,667,4,2014-02-17,0,18,22:10,13:50,Varias,3195,"MADRID, RETIRO","0,0","938,0","933,8",MADRID,"4,2","10,2","5,8","1,5","1,1"
17,667,4,2014-02-18,24,07,16:50,15:10,23:40,3195,"MADRID, RETIRO","0,0","940,5","934,6",MADRID,"8,1","11,6","8,2","4,7","1,9"
18,667,24,2014-02-19,21,00,14:50,14:30,06:50,3195,"MADRID, RETIRO","0,0","945,5","940,0",MADRID,"4,7","13,2","7,3","1,4","0,8"
19,667,23,2014-02-20,0,24,13:20,15:15,07:30,3195,"MADRID, RETIRO","2,5","944,7","940,8",MADRID,"7,5","11,1","7,0","2,8","2,2"
20,667,28,2014-02-21,24,08,06:30,13:20,23:59,3195,"MADRID, RETIRO","0,0","944,1","940,0",MADRID,"9,4","10,5","7,4","4,2","3,1"
21,667,23,2014-02-22,11,04,13:20,13:15,07:20,3195,"MADRID, RETIRO","0,0","946,7","943,4",MADRID,"7,8","10,6","6,3","2,0","1,7"
22,667,23,2014-02-23,0,24,15:10,Varias,06:20,3195,"MADRID, RETIRO","0,0","945,7","936,2",MADRID,"6,7","14,0","8,4","2,8","1,9"
23,667,24,2014-02-24,24,04,12:00,15:50,23:59,3195,"MADRID, RETIRO","1,8","941,0","934,6",MADRID,"8,6","10,7","7,8","4,8","2,2"
24,667,24,2014-02-25,24,17,16:40,16:30,06:55,3195,"MADRID, RETIRO","0,0","943,4","940,6",MADRID,"13,1","11,0","7,5","4,0","3,3"
25,667,28,2014-02-26,22,04,07:50,16:20,08:10,3195,"MADRID, RETIRO","2,0","949,4","942,7",MADRID,"11,7","11,3","7,4","3,6","2,5"
26,667,25,2014-02-27,0,18,18:40,15:30,01:20,3195,"MADRID, RETIRO","0,0","949,2","947,8",MADRID,"6,4","11,6","8,2","4,8","2,2"
27,667,27,2014-02-28,0,18,14:00,14:40,00:20,3195,"MADRID, RETIRO","0,0","948,7","939,3",MADRID,"18,9","14,4","10,4","6,3","3,9"
28,667,27,2014-03-01,0,21,14:40,23:50,09:10,3195,"MADRID, RETIRO","2,6","940,3","926,7",MADRID,"12,5","11,6","8,9","6,2","3,1"
